Tiêu đề,Mô tả,Hình ảnh,Nội dung,Link bài viết
iPhone 17 Air mỏng thế nào khi đặt cạnh iPhone 16e,Mô hình được cho là của iPhone 17 Air khá mỏng khi đặt cạnh mẫu điện thoại giá rẻ 16e mới ra mắt.,https://i1-sohoa.vnecdn.net/2025/04/11/x-1744300567-3469-1744300742-1-5929-5137-1744332143.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=oAIj1nJfmuYRwKw5_beLMg,,https://vnexpress.net/iphone-17-air-mong-the-nao-khi-dat-canh-iphone-16e-4872499.html
"OpenAI kiện ngược, tố Elon Musk 'giả tạo'","OpenAI nộp đơn kiện Elon Musk, yêu cầu tỷ phú Mỹ dừng các hành vi gây rối công ty và ""bất hợp pháp"".",https://i1-sohoa.vnecdn.net/2025/04/10/2025-01-29t200958z-751044450-r-2085-4974-1744290851.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=TG7iNP7AtdtxA20e7kZiMg,,https://vnexpress.net/openai-kien-nguoc-to-elon-musk-gia-tao-4872461.html
Bí ẩn về máy tính đầu tiên trên thế giới,Cỗ máy Antikythera vẫn khiến các nhà khoa học bối rối về mục đích sử dụng của nó sau hơn 2.000 năm.,https://i1-vnexpress.vnecdn.net/2025/04/10/VNEMe-1744283482-8494-1744283530.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Kf86u-zz5mhgkSyNgoSh8w,,https://vnexpress.net/bi-an-ve-may-tinh-dau-tien-tren-the-gioi-4872076.html
Nền tảng đào tạo an ninh mạng miễn phí cho người dân,"Hiệp hội An ninh mạng quốc gia triển khai Nền tảng đào tạo và cấp chứng nhận an ninh mạng nCademy, trong đó có các khóa học miễn phí cho người dân.",https://i1-sohoa.vnecdn.net/2025/04/11/LQ-02116-9373-1744340542.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=HdYj2WhbD7ULCvxjL-EOpg,,https://vnexpress.net/nen-tang-dao-tao-an-ninh-mang-mien-phi-cho-nguoi-dan-4872508.html
Đàn cầy vằn hợp sức đánh đuổi robot rắn hổ mang,Đàn cầy vằn tạo thành một bước tường uy hiếp trực diện robot rắn hổ mang với mục đích khiến kẻ thù mất sức và phải thoái lui.,https://i1-vnexpress.vnecdn.net/2025/04/10/VNESpy-1744283220-6413-1744283270.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=MiS9iNVHPO5_qUVHQ0NjoQ,,https://vnexpress.net/dan-cay-van-hop-suc-danh-duoi-robot-ran-ho-mang-4871584.html
'Apple chở 600 tấn iPhone từ Ấn Độ về Mỹ',Apple được cho là đã vận chuyển 600 tấn iPhone bằng đường hàng không về Mỹ để tránh thuế quan mới của Tổng thống Donald Trump.,https://i1-sohoa.vnecdn.net/2025/04/10/2018-12-16t120000z-2081399308-5483-3560-1744286000.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=XSjXlYlJDdk_k2SFW3-hNg,,https://vnexpress.net/apple-cho-600-tan-iphone-tu-an-do-ve-my-4872445.html
Hồ nước khổng lồ biến thành sa mạc trẻ nhất hành tinh,"Biển Aral từng là một trong những hồ lớn nhất thế giới, nhưng việc mất nguồn cung cấp nước từ hai con sông gần đó khiến hồ dần khô cạn.",https://i1-vnexpress.vnecdn.net/2025/04/10/Honuocset-1744258086-3300-1744259069.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=y31N1RgP96ODvi5FgmNSsg,,https://vnexpress.net/ho-nuoc-khong-lo-bien-thanh-sa-mac-tre-nhat-hanh-tinh-4871981.html
Trung tâm dữ liệu khiến khủng hoảng nước thêm trầm trọng,Nhu cầu gia tăng đối với lưu trữ đám mây và AI khiến cơn khát nước của các trung tâm dữ liệu trở thành áp lực đối với những khu vực khan hiếm nước.,https://i1-vnexpress.vnecdn.net/2025/04/10/VNEData-1744260553-3714-1744260586.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=S9k7RLq9ZJp2RIZ6t5UZNw,,https://vnexpress.net/trung-tam-du-lieu-khien-khung-hoang-nuoc-them-tram-trong-4872071.html
Sự thật về dự án hồi sinh sói trắng tuyệt chủng 12.500 năm,MỹCác nhà khoa học gần đây tuyên bố họ đã hồi sinh sói trắng tuyệt chủng nhờ công nghệ gene nhưng giới chuyên gia cho rằng con vật mới tạo ra chỉ giống sói trắng về hình dáng.,https://i1-vnexpress.vnecdn.net/2025/04/10/VNEPulp-1744257034-8647-1744257088.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=VPs0q516XPibFg8HJE50gQ,,https://vnexpress.net/su-that-ve-du-an-hoi-sinh-soi-trang-tuyet-chung-12-500-nam-4872070.html
Giá iPhone có thể tăng gấp ba nếu sản xuất tại Mỹ,Giới chuyên gia ước tính giá iPhone có thể tăng lên 3.500 USD nếu được sản xuất tại Mỹ thay vì 1.000 USD như hiện tại.,https://i1-sohoa.vnecdn.net/2025/04/10/dscf0490-1744253969-9528-1744253998.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=V2hNbfZocrtkdoyAPj44XQ,,https://vnexpress.net/gia-iphone-co-the-tang-gap-ba-neu-san-xuat-tai-my-4872106.html
Phát hiện loài nấm chứa hợp chất đắng nhất từng biết,Một nhóm nhà khoa học Đức phát hiện một chất hóa học ở nấm bracket là hợp chất đắng nhất mà con người biết tới từ trước tới nay.,https://i1-vnexpress.vnecdn.net/2025/04/09/VNEBitter-1744196734-3312-1744196895.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=yNk28NHD4AwKaitZmeJ8Fg,,https://vnexpress.net/phat-hien-loai-nam-chua-hop-chat-dang-nhat-tung-biet-4871591.html
5 hồ sơ bình chọn cao nhất tuần đầu vòng loại Sáng kiến Khoa học,"199 dự án tham gia cuộc thi Sáng kiến Khoa học 2025 do VnExpress tổ chức đang trong cuộc đua bình chọn, trong đó 5 bài thi nhận được sự quan tâm vượt trội.",https://i1-vnexpress.vnecdn.net/2025/04/08/174325512331217432551161743395-3467-6020-1744110012.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=DGddYak-MEP1KFqP6FxkCw,,https://vnexpress.net/5-ho-so-binh-chon-cao-nhat-tuan-dau-vong-loai-sang-kien-khoa-hoc-4871453.html
Hôm nay đóng cổng Sơ loại Vietnam Game Awards 2025,"Sau ba tuần mở cổng, vòng Sơ loại của Vietnam Game Awards 2025 sẽ đóng bình chọn vào 23h59 ngày 10/4.",https://i1-sohoa.vnecdn.net/2025/04/09/capture-jpg-1744171280-8799-17-3605-9863-1744190099.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=vQ5vVDCPHdR3LlwshnyyOw,,https://vnexpress.net/hom-nay-dong-cong-so-loai-vietnam-game-awards-2025-4871642.html
Ăn xin online trên TikTok,"Để nhận quà ảo trên TikTok Live, nhiều người, trong đó có trẻ em, bất chấp mạo hiểm để thực hiện các hành động lôi kéo.",https://i1-sohoa.vnecdn.net/2025/04/09/screenshot-2025-04-09-at-11-37-6027-9567-1744173568.png?w=300&h=180&q=100&dpr=1&fit=crop&s=yERzyMFrjP6dA_lgaRIHqg,,https://vnexpress.net/an-xin-online-tren-tiktok-4871707.html
Microsoft sắp dừng hỗ trợ 240 triệu người dùng Windows 10,Hãng phần mềm Mỹ ra thông báo sẽ chính thức dừng hỗ trợ hệ điều hành Windows 10 hiện có 240 triệu người dùng vào 14/10.,https://i1-sohoa.vnecdn.net/2025/04/09/image-1744217202-9887-1744217316.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ynY69eumTO6aK0fAbGLiaw,,https://vnexpress.net/microsoft-sap-dung-ho-tro-240-trieu-nguoi-dung-windows-4872027.html
Pin hạt nhân giúp tàu vũ trụ tồn tại hàng chục năm,Máy phát nhiệt điện đồng vị phóng xạ là lựa chọn hoàn hảo giúp các tàu thăm dò bay xa Mặt Trời như tàu Voyager hoạt động bền bỉ suốt hàng thập kỷ.,https://i1-vnexpress.vnecdn.net/2025/04/08/VNENu-1744109486-6479-1744109522.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=tAtQAZJr8jckW2gH5scOqA,,https://vnexpress.net/pin-hat-nhan-giup-tau-vu-tru-ton-tai-hang-chuc-nam-4871104.html
"Hải Phòng phát triển hạ tầng số, thúc đẩy chuyển đổi số","Hải Phòng và FPT ký thỏa thuận hợp tác về chuyển đổi số, phát triển khoa học, công nghệ, đổi mới sáng tạo và đào tạo nguồn nhân lực chất lượng cao.",https://i1-vnexpress.vnecdn.net/2025/04/10/img-4906638798284682276963-jpe-6498-1185-1744274592.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=J-x2CPYGndeKUDhDuiObpg,,https://vnexpress.net/hai-phong-phat-trien-ha-tang-so-thuc-day-chuyen-doi-so-4872143.html
FPT hợp tác với Chelsea,"FPT và Chelsea ký hợp tác toàn cầu về chuyển đổi số, giúp CLB này nâng cao trải nghiệm cho người hâm mộ và tăng khả năng vận hành.",https://i1-sohoa.vnecdn.net/2025/04/10/da-i-die-n-clb-chelsea-va-fpt-2217-4986-1744267345.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=XfN8gUdYfsv7gbeOkV5k-g,,https://vnexpress.net/fpt-hop-tac-voi-chelsea-4872285.html
Doanh nghiệp FDI công nghệ bàn về thuế đối ứng của Mỹ,"Bộ Khoa học và Công nghệ gặp mặt doanh nghiệp FDI trong lĩnh vực công nghệ nhằm trao đổi, tổng hợp đề xuất về thuế đối ứng để trình lên Chính phủ, Quốc hội.",https://i1-vnexpress.vnecdn.net/2025/04/10/ong-na-ki-hong-tong-giam-doc-s-9493-8549-1744271888.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=a-2E_oYORvKKbyTp18_zOA,,https://vnexpress.net/doanh-nghiep-fdi-cong-nghe-ban-ve-thue-doi-ung-cua-my-4872328.html
'UGC game là mảnh đất tiềm năng chờ khai phá',"UGC game giúp người chơi phát triển năng lực bản thân, kích thích khả năng sáng tạo, kiếm thêm thu nhập nhờ nội dung, ý tưởng mới lạ, theo Trưởng bộ phận Roblox Việt Nam tại VNGGames.",https://i1-sohoa.vnecdn.net/2025/04/09/thumbxuhuongugc01-1744212021-1-5987-3584-1744212102.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=8Dxex4xODd-l5ftFxURrTQ,,https://vnexpress.net/ugc-game-la-manh-dat-tiem-nang-cho-khai-pha-4872012.html
Chất rắn nhẹ nhất thế giới,"Aerogel là chất rắn siêu nhẹ, có thể chứa tới 99% không khí xét theo thể tích, đồng thời là chất cách nhiệt tuyệt vời.",https://i1-vnexpress.vnecdn.net/2025/04/09/Aerogel-1744194755-1151-1744195992.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=z2oTfzI2yDvgx-db__afoQ,,https://vnexpress.net/chat-ran-nhe-nhat-the-gioi-4871969.html
Ảnh scan mới hé lộ những giờ cuối cùng của tàu Titanic,Phân tích chi tiết ảnh scan kỹ thuật số kích thước thật của tàu Titanic cung cấp chi tiết mới về những giờ cuối cùng của tàu chở khách xấu số.,https://i1-vnexpress.vnecdn.net/2025/04/09/VNEScan-1744193234-8368-1744193564.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=6Dh8FICioWDxwazIc-KF7Q,,https://vnexpress.net/anh-scan-moi-he-lo-nhung-gio-cuoi-cung-cua-tau-titanic-4871577.html
Nữ kỹ sư Việt đầu tiên trở thành chuyên gia GDE của Google,"Nguyễn Khánh Linh, sinh năm 1991, được lựa chọn tham gia chương trình mạng lưới chuyên gia Google Developer Expert (GDE).",https://i1-sohoa.vnecdn.net/2025/04/09/khanhlinhgde-jpeg-1744186078-1-8308-8321-1744186902.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=sSozi7zr6BWS8Ts2NwIUDw,,https://vnexpress.net/nu-ky-su-viet-dau-tien-tro-thanh-chuyen-gia-gde-cua-google-4871629.html
Ra mắt nền tảng về sản phẩm công nghệ Make in Viet Nam,"Bộ Khoa học và Công nghệ ra mắt Cổng thông tin tiếp nhận và công bố các sản phẩm, giải pháp khoa học, công nghệ, đổi mới sáng tạo, chuyển đổi số, sáng 9/4.",,,https://vnexpress.net/ra-mat-nen-tang-ve-san-pham-cong-nghe-make-in-viet-nam-4871864.html
Phát hiện hai loài bọ xít mù ở Việt Nam,"Các nhà khoa học phát hiện hai loài bọ xít mù tại hai vườn quốc gia, nâng danh mục phân họ Mirinae lên bốn chi và tám loài mới.",,,https://vnexpress.net/phat-hien-hai-loai-bo-xit-mu-o-viet-nam-4871458.html
Hơn 100 mẫu robot hình người đi học,Trung QuốcCác robot tại trung tâm huấn luyện mới tại Thượng Hải sẽ học hỏi 45 kỹ năng cơ bản thông qua mô phỏng hành động lặp lại của con người.,,,https://vnexpress.net/hon-100-mau-robot-hinh-nguoi-di-hoc-4871582.html
Công ty Mỹ ngừng bán laptop vì đòn thuế của ông Trump,"Razer và Framework, hai hãng máy tính của Mỹ, đã tạm ngừng bán một số dòng máy với lý do thuế quan của Tổng thống Donald Trump.",,,https://vnexpress.net/cong-ty-my-ngung-ban-laptop-vi-don-thue-cua-ong-trump-4871634.html
Cực Bắc có thể dịch chuyển 27 m do băng tan,"Biến đổi khí hậu do hoạt động của con người có thể khiến băng tan, dẫn đến vị trí các cực địa lý thay đổi lớn cuối thế kỷ này.",https://i1-vnexpress.vnecdn.net/2025/04/09/BangtancucTD-1744168759-2516-1744169378.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ROviwtf9LwRYh55HIfRKPA,,https://vnexpress.net/cuc-bac-co-the-dich-chuyen-27-m-do-bang-tan-4871676.html
Cách tắt 'theo dõi ngầm' trên điện thoại Android,"Người dùng có thể chủ động tắt tính năng, phần mềm trong Android, vốn thu thập thông tin cá nhân và vị trí để tối ưu hóa quảng cáo hay dịch vụ.",https://i1-sohoa.vnecdn.net/2025/04/08/top-1744102397.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Vfx6QIbPRp100ukanpyAeA,,https://vnexpress.net/cach-tat-theo-doi-ngam-tren-dien-thoai-android-4871416.html
Bí quyết giúp tòa nhà cao nhất thế giới đứng vững trước thiên tai,"Sở hữu chiều cao 828 m, nhưng Burj Khalifa luôn đứng vững trước gió mạnh, rung chấn và các điều kiện thời tiết khắc nghiệt nhờ thiết kế khí động học giống bông hoa và vật liệu siêu bền.",https://i1-vnexpress.vnecdn.net/2025/04/08/AnhCaption2JPG-1744122807-9901-1744122870.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=CD30aQJlzibwXCJT5vbO_w,,https://vnexpress.net/bi-quyet-giup-toa-nha-cao-nhat-the-gioi-dung-vung-truoc-thien-tai-4871528.html
AI có thể thúc đẩy ngành game Việt,"Việc ứng dụng AI để tối ưu quảng cáo, kết hợp cùng vật phẩm trong game sẽ giúp tăng tương tác người dùng, từ đó thúc đẩy lĩnh vực game tại Việt Nam.",https://i1-sohoa.vnecdn.net/2025/04/09/ba-nana-phan-head-of-strategic-8101-7302-1744195918.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=XWEnCU25grA3rB4xcMnlTw,,https://vnexpress.net/ai-co-the-thuc-day-nganh-game-viet-4871475.html
Còn một tuần gửi dự án tham gia GameHub,"GameHub tiếp tục nhận đơn đăng ký dự án, sản phẩm game Việt tiềm năng đến hết ngày 14/4.",https://i1-sohoa.vnecdn.net/2025/04/09/z5430675927118-9e26eb1535b7226-3440-3884-1744188303.png?w=300&h=180&q=100&dpr=1&fit=crop&s=g8KQvRBqcyJk5uUxibCVHg,,https://vnexpress.net/con-mot-tuan-gui-du-an-tham-gia-gamehub-4871912.html
Lừa đảo 21 triệu USD bằng AI deepfake người nổi tiếng,Cảnh sát Tây Ban Nha đã bắt 6 người đứng sau loạt vụ lừa đảo đầu tư tiền số quy mô lớn bằng chiêu AI deepfake dụ dỗ nạn nhân.,https://i1-sohoa.vnecdn.net/2025/04/08/scam-call-center-1744081918-17-4351-1474-1744082068.png?w=300&h=180&q=100&dpr=1&fit=crop&s=LO5pEqi_O0tmvnfhOT2uAw,,https://vnexpress.net/lua-dao-21-trieu-usd-bang-ai-deepfake-nguoi-noi-tieng-4871158.html
Google bị cáo buộc ngăn nhân tài AI nhảy việc,"Nando de Freitas, cựu nhân viên Google, tố cáo công ty cố tình dùng các hợp đồng ràng buộc để tránh các nhân tài AI nhảy việc.",https://i1-sohoa.vnecdn.net/2025/04/08/lq-09290-1744130516-4729-1744130565.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=IKiQXSw13r13sK_9sZKQ2Q,,https://vnexpress.net/google-bi-cao-buoc-ngan-nhan-tai-ai-nhay-viec-4871546.html
Nhà khoa học mất mạng vì xem nhẹ rắn độc cắn,"Cách đây gần 70 năm, Karl Patterson Schmidt, nhà bò sát học nổi tiếng, phải trả giá bằng cả mạng sống vì niềm tin sai lầm rằng rắn boomslang vô hại.",https://i1-vnexpress.vnecdn.net/2025/04/08/VNESnake-1744104218-7488-1744104267.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=B5eRtj4d1G2-VpW8yGJMhQ,,https://vnexpress.net/nha-khoa-hoc-mat-mang-vi-xem-nhe-ran-doc-can-4871093.html
Hồi sinh thành công loài sói trắng tuyệt chủng 12.500 năm,"MỹSử dụng những mẫu gene từ hóa thạch và kỹ thuật di truyền, các chuyên gia lần đầu tiên tạo ra ba con non thuộc loài sói Aenocyon dirus.",https://i1-vnexpress.vnecdn.net/2025/04/08/soitrangset-1744104155-8993-1744106815.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=qR23MQ5D0KCsz9aNsi2BxA,,https://vnexpress.net/hoi-sinh-thanh-cong-loai-soi-trang-tuyet-chung-12-500-nam-4871109.html
Còn ba ngày bình chọn Sơ loại Vietnam Game Awards 2025,Độc giả có thể tiếp tục bình chọn cho các đề cử trước khi chương trình Vietnam Game Awards 2025 đóng cổng Sơ loại ngày 10/4.,https://i1-sohoa.vnecdn.net/2025/04/08/1625e2cbff974cc91586-174409209-5596-8394-1744092254.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=j9huWRBqgMa8jL9fh5j9rw,,https://vnexpress.net/con-ba-ngay-binh-chon-so-loai-vietnam-game-awards-2025-4871257.html
VnExpress tạo cổng kết nối người dân với Bộ Khoa học và Công nghệ,"Cổng ""Góp ý kiến tạo"" là cầu nối để người dân, doanh nghiệp gửi ý kiến, góc nhìn, đề xuất tới các lãnh đạo Bộ Khoa học và Công nghệ.",https://i1-sohoa.vnecdn.net/2025/04/08/alq-00082-1744105124-2190-1744105136.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=sLoUKnmz92drAVD_uYkAKQ,,https://vnexpress.net/vnexpress-tao-cong-ket-noi-nguoi-dan-voi-bo-khoa-hoc-va-cong-nghe-4870139.html
Loài cây tiến hóa để sét đánh tiêu diệt kẻ thù,Cây đậu tonka sống sót nguyên vẹn sau khi sét đánh và sử dụng cú sốc điện cực mạnh để tiêu diệt đối thủ cạnh tranh và dây leo ký sinh.,https://i1-vnexpress.vnecdn.net/2025/04/08/VNETree-1744087120-7756-1744087159.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=0ZqYE3adfY6zoKqlppTX5g,,https://vnexpress.net/loai-cay-tien-hoa-de-set-danh-tieu-diet-ke-thu-4871090.html
Đổ xô mua iPhone vì sợ tăng giá do thuế mới,MỹNhiều người đang đến các Apple Store để mua iPhone và sản phẩm khác của Apple vì lo chúng sẽ đắt đỏ hơn.,https://i1-sohoa.vnecdn.net/2025/04/08/463191397881697391503089085180-3941-3471-1744087832.png?w=300&h=180&q=100&dpr=1&fit=crop&s=cFBZ8d2NWrwxxv4LDBo7hQ,,https://vnexpress.net/do-xo-mua-iphone-vi-so-tang-gia-do-thue-moi-4871247.html
Cơ hội nhận quà khi bình chọn Sáng kiến Khoa học 2025,Những phần quà hấp dẫn gồm chuột Pebble M350S và 1 combo Bàn Phím chuột Pebble 2 sẽ dành cho độc giả may mắn khi bình chọn sản phẩm yêu thích tại cuộc thi Sáng kiến Khoa học.,https://i1-vnexpress.vnecdn.net/2025/04/08/combobanphimvachuotlogitechpeb-8377-2007-1744081471.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ZKRds6ulhiX5IP4yilQB-A,,https://vnexpress.net/co-hoi-nhan-qua-khi-binh-chon-sang-kien-khoa-hoc-2025-4871177.html
Ông chủ ChatGPT nói gì khi bị chỉ trích vi phạm bản quyền Ghibli?,"Trước cáo buộc vi phạm bản quyền, CEO OpenAI cho rằng cơn sốt tạo ảnh phong cách Ghibli bằng ChatGPT là ""chiến thắng chung"" cho xã hội.",https://i1-sohoa.vnecdn.net/2025/04/08/image-1744084470-1744084513-1761-1744084659.png?w=300&h=180&q=100&dpr=1&fit=crop&s=XagCM8bL5VeaBzCalDkMHg,,https://vnexpress.net/ong-chu-chatgpt-noi-gi-khi-bi-chi-trich-vi-pham-ban-quyen-ghibli-4871212.html
Ngành công nghiệp âm nhạc chật vật đối phó AI,"Ngành công nghiệp âm nhạc đang đấu tranh trên các nền tảng, thông qua tòa án và nhà lập pháp nhằm ngăn chặn đạo nhạc từ AI tạo sinh nhưng đây vẫn là một cuộc chiến khó khăn.",https://i1-vnexpress.vnecdn.net/2025/04/08/VNEAI-1744084339-1746-1744084459.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=9mFrzlvsGSRGrhTHU8U2VQ,,https://vnexpress.net/nganh-cong-nghiep-am-nhac-chat-vat-doi-pho-ai-4871098.html
"Rối trí, mất tiền vì AI giả giọng người thân","MỹLinda Roan, 62 tuổi, bất ngờ nhận cuộc gọi từ số lạ, bên kia là tiếng nức nở của con gái út, nói bà cần chuyển tiền gấp.",https://i1-sohoa.vnecdn.net/2025/04/07/AIscamJPG-1744017953-8280-1744017976.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=zvKjG9NMGEDqPqXZrRk_8g,,https://vnexpress.net/roi-tri-mat-tien-vi-ai-gia-giong-nguoi-than-4870978.html
Ảnh chụp X-quang đầu tiên của con người ở ngoài không gian,"Phi hành đoàn Fram2 chụp X-quang một bàn tay đeo nhẫn, mở đường cho việc ứng dụng công nghệ này vào việc kiểm tra sức khỏe phi hành gia.",https://i1-vnexpress.vnecdn.net/2025/04/08/Xray-1744082896-9094-1744083587.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=sXlhyq0itqK9F2oyyseXng,,https://vnexpress.net/anh-chup-x-quang-dau-tien-cua-con-nguoi-o-ngoai-khong-gian-4871164.html
'Mua công nghệ là cách nhanh để Việt Nam tự chủ bán dẫn',"Sau khi bỏ lỡ hàng chục năm phát triển công nghiệp bán dẫn, con đường ngắn nhất để Việt Nam tự chủ là mua hoặc hợp tác với nước ngoài, theo GS.TS Đặng Lương Mô, chuyên gia vi mạch - bán dẫn.",https://i1-vnexpress.vnecdn.net/2025/04/05/gs-da-ng-lu-o-ng-mo-21-1743656-3777-2189-1743823322.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=5fXYEnyedTesG9hv0gbmcQ,,https://vnexpress.net/mua-cong-nghe-la-cach-nhanh-de-viet-nam-tu-chu-ban-dan-4869132.html
Có thể dùng ánh sáng Mặt Trăng để tạo ra lửa không?,"Nhiệt độ bề mặt Mặt Trời là 5.500 độ C, trong khi bề mặt Mặt Trăng chỉ khoảng 121 độ C, quá thấp để đốt cháy hầu hết vật thể.",https://i1-vnexpress.vnecdn.net/2025/04/07/kinhlupanhsang-1744023804-5952-1744024006.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=LmcLMdKMOiJiZ1DrefHofg,,https://vnexpress.net/co-the-dung-anh-sang-mat-trang-de-tao-ra-lua-khong-4870979.html
Phát hiện loài hươu xạ quý hiếm ở Cao Bằng,"Các nhà bảo tồn phát hiện loài hươu xạ quý hiếm ở huyện Trùng Khánh, tỉnh Cao Bằng sau nhiều thập kỷ nhờ bẫy ảnh.",https://i1-sohoa.vnecdn.net/2025/04/08/f30c5ffaaaa319fd40b2-174410402-3019-5209-1744104080.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=OzHqRzRml7fvjxqqyrqmcA,,https://vnexpress.net/phat-hien-loai-huou-xa-quy-hiem-o-cao-bang-4871431.html
Các nhà khoa học VinFuture được vinh danh tại Breakthrough 2025,"MỹNhóm các nhà khoa học từng giành giải Đặc biệt VinFuture 2023 vừa được vinh danh tại hạng mục ""Khoa học sự sống"" giải thưởng Breakthrough 2025.",https://i1-vnexpress.vnecdn.net/2025/04/08/anh-2-1744108265-4904-17441085-4709-5885-1744110094.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=3xb66qAvsmoyli-agwBqxQ,,https://vnexpress.net/cac-nha-khoa-hoc-vinfuture-duoc-vinh-danh-tai-breakthrough-2025-4871470.html
Kế hoạch thu hồi vệ tinh 'già' nhất,"MỹCác chuyên gia muốn đưa vệ tinh Vanguard 1, khối cầu nhôm lớn bằng quả bưởi với các ăng-ten giống gai, trở về sau 67 năm bay trên quỹ đạo.",https://i1-vnexpress.vnecdn.net/2025/04/07/vetinhgia-1744030031-7877-1744030255.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=YG9AmvPvy5dQRhlAYJgkEA,,https://vnexpress.net/ke-hoach-thu-hoi-ve-tinh-gia-nhat-4871012.html
Apple nghiên cứu mẫu iPhone 'táo bạo' cho kỷ niệm 20 năm,"Apple được cho là đang nghiên cứu một mẫu iPhone có thay đổi ""táo bạo"", mang tính đột phá như gập hoặc chất liệu đặc biệt để kỷ niệm 20 năm.",https://i1-sohoa.vnecdn.net/2025/04/07/a2-1744027296-9616-1744027627.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Lws1GBcM9QHwKQXdNt017Q,,https://vnexpress.net/apple-nghien-cuu-mau-iphone-tao-bao-cho-ky-niem-20-nam-4871008.html
Anh xây nhà máy thủy điện tích năng,"Nhà máy thủy điện tích năng mới, dự kiến xây trong 6 - 7 năm, sẽ cung cấp đủ điện cho hơn 1,4 triệu hộ gia đình mỗi năm.",https://i1-vnexpress.vnecdn.net/2025/04/07/thuydientichnangset-1744015359-6903-1744015689.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=0KWWOSxgiArow8tzRoTGMA,,https://vnexpress.net/anh-xay-nha-may-thuy-dien-tich-nang-4870843.html
Vi khuẩn có thể giúp tu sửa công trình trên Mặt Trăng,"Ấn ĐộCác nhà khoa học dùng hỗn hợp chứa vi khuẩn làm chất kết dính, có thể sửa chữa gạch bị hư hỏng trong môi trường Mặt Trăng khắc nghiệt.",,,https://vnexpress.net/vi-khuan-co-the-giup-tu-sua-cong-trinh-tren-mat-trang-4870904.html
Robot sói 4 chân cho người cưỡi,"Nhật BảnRobot Corleo sử dụng pin nhiên liệu hydro và động cơ 150 cc, có thể điều chỉnh bước chân theo chuyển động cơ thể của người cưỡi.",,,https://vnexpress.net/robot-soi-4-chan-cho-nguoi-cuoi-4870852.html
Bà nội trợ mê gốm phát minh máy rửa bát,Người phụ nữ Mỹ tên Josephine Garis Cochran cách đây hơn 100 năm đã tìm cách thiết kế máy rửa bát chỉ vì người hầu thường xuyên làm vỡ những chiếc bát bằng gốm của gia đình bà.,,,https://vnexpress.net/ba-noi-tro-me-gom-phat-minh-may-rua-bat-4870608.html
Sinh viên thiết kế hệ thống cấp phôi tự động cho máy laser,"Nhóm sinh viên trường Điện - Điện tử, Đại học Công nghiệp Hà Nội ứng dụng AI, cải tiến hệ thống cấp phôi tự động cho máy laser, giúp giảm thời gian thao tác của công nhân.",,,https://vnexpress.net/sinh-vien-thiet-ke-he-thong-cap-phoi-tu-dong-cho-may-laser-4870792.html
